field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_hot_d30_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_apr_precip,wx_apr_srad,wx_apr_et0,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,wx_aug_precip,wx_aug_temp_mean,wx_aug_temp_max,wx_aug_srad,wx_aug_et0,wx_aug_vpd_max,wx_aug_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years
216,2010,40.0,40.0,2.8838,estimate_normalized,True,37.0,6.4,3.71,242.68,688.96085,7.64,540.0,57.0,0.5410350877192982,0.715,0.193,0.1469207884102776,0.492,0.662,0.0026178520702695,0.491,30.839,187.0,0.522,40.0,1,99,40__40,13.547712418300655,34.9,324.1,3333.04,4.4,1.387124183006536,35,564.98,-240.88,1309.7,9,111,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,35.2,18.63225806451613,34.9,657.67,130.92,4.4,4,-0.0483951225692297,0.0499833333333332,-0.208775,-0.054925925925926,-0.0157572492784992,3
217,2010,40.0,40.0,2.0382,estimate_normalized,True,408.0,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,69.0,0.469536231884058,0.709,0.171,0.1876901223308885,0.297,0.638,0.0046070639075342,0.558,32.398,211.0,0.5379999999999999,39.0,1,99,40__40,12.02222222222222,34.3,268.2,3335.92,4.49,1.3490849673202614,33,558.8599999999999,-290.6599999999999,1135.9,5,113,12,2,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,28.4,17.416129032258063,34.3,660.75,133.78,4.49,4,-0.0226873075113884,0.1410415584415584,-0.2014095238095237,0.1223949494949494,0.0964693969170159,3
218,2010,40.0,40.0,2.4997,estimate_normalized,True,39.0,7.2,3.87,198.74,289.9543,4.86,390.0,60.0,0.4794,0.728,0.147,0.1751626101655259,0.3595,0.62125,0.0020716340216979,0.307,28.764,210.0,0.581,31.0,1,99,40__40,12.02222222222222,34.3,268.2,3335.92,4.49,1.3490849673202614,33,558.8599999999999,-290.6599999999999,1135.9,5,113,12,2,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,28.4,17.416129032258063,34.3,660.75,133.78,4.49,4,-0.0209283376541851,0.0866888888888888,-0.1556476190476191,-0.1556476190476191,-0.0577875224102496,3
219,2010,40.0,40.0,2.4063,estimate_normalized,True,210.0,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,73.0,0.4506027397260274,0.767,0.158,0.2025017327662057,0.308,0.669,0.0032322407878038,0.336,32.894,205.0,0.609,27.0,1,99,40__40,13.211111111111109,35.3,324.1,3333.04,4.67,1.426797385620915,35,568.1800000000001,-244.08000000000004,1278.1,9,111,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,79.8,17.906451612903226,30.9,657.41,121.37,2.68,2,35.2,18.496774193548383,35.3,657.67,133.43,4.67,4,0.0070119998764095,0.1478539682539682,-0.1001888888888888,-0.0949989898989898,-0.006749469330991,3
220,2010,40.0,40.0,1.9949,estimate_normalized,True,25.0,7.3,3.74,197.06,380.11444,6.0,420.0,59.0,0.5029322033898305,0.694,0.174,0.1593452561510914,0.445,0.6185,0.0027800584564954,0.444,29.673,210.0,0.52,35.0,1,99,40__40,12.02222222222222,34.3,268.2,3335.92,4.49,1.3490849673202614,33,558.8599999999999,-290.6599999999999,1135.9,5,113,12,2,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,28.4,17.416129032258063,34.3,660.75,133.78,4.49,4,-0.0624140785938199,0.0279722222222221,-0.1454583333333333,-0.1045064935064934,-0.0524059006734006,3
222,2010,40.0,40.0,2.4025,estimate_normalized,True,62.0,6.9,3.725,206.315,278.80506,4.845,420.0,62.0,0.4641290322580645,0.749,0.135,0.1990947645875206,0.311,0.674,0.0024219838670681,0.311,28.776,195.0,0.614,28.0,1,99,40__40,12.02222222222222,34.3,268.2,3335.92,4.49,1.3490849673202614,33,558.8599999999999,-290.6599999999999,1135.9,5,113,12,2,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,28.4,17.416129032258063,34.3,660.75,133.78,4.49,4,-0.0308220457896687,0.0847238095238095,-0.1651666666666666,-0.1484805194805195,-0.0654097462722462,3
223,2010,40.0,40.0,2.8213,estimate_normalized,True,70.0,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,62.0,0.5182096774193548,0.697,0.176,0.1689532419661241,0.44475,0.6605000000000001,0.0025916580497378,0.442,32.129,210.0,0.5209999999999999,39.0,1,99,40__40,12.02222222222222,34.3,268.2,3335.92,4.49,1.3490849673202614,33,558.8599999999999,-290.6599999999999,1135.9,5,113,12,2,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,28.4,17.416129032258063,34.3,660.75,133.78,4.49,4,0.0237734215693232,0.1695499999999999,-0.0720294372294371,-0.0720294372294371,-0.0341419932406774,3
224,2010,40.0,40.0,2.7485,estimate_normalized,True,104.0,6.5,3.808,191.728,598.903534,18.618,516.0,66.0,0.5061060606060606,0.769,0.152,0.1944212958147829,0.3552499999999999,0.67925,0.002445840642576,0.36,33.403,198.0,0.617,35.0,1,99,40__40,13.547712418300655,34.9,324.1,3333.04,4.4,1.387124183006536,35,564.98,-240.88,1309.7,9,111,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,35.2,18.63225806451613,34.9,657.67,130.92,4.4,4,-0.0098781855181855,0.1670833333333333,-0.2522037037037036,-0.2084537037037037,-0.1015653141391236,3
226,2010,40.0,40.0,2.0662,estimate_normalized,True,40.0,7.2,3.79,218.81,806.48818,8.56,420.0,61.0,0.4876065573770491,0.667,0.165,0.1437430857853663,0.425,0.609,0.0029074411891732,0.463,29.744,212.0,0.502,32.0,1,99,40__40,12.39542483660131,34.2,324.1,3333.04,4.35,1.3508496732026145,33,555.43,-231.32999999999993,1171.2,8,111,12,2,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,35.2,17.593548387096774,34.2,657.67,129.97,4.35,4,-0.0334888866843033,0.0461916666666666,-0.13385,-0.0194814814814814,0.0113685978835979,3
227,2010,40.0,40.0,2.7361,estimate_normalized,True,346.0,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,72.0,0.4569305555555555,0.756,0.124,0.2109946238380974,0.25175,0.6685000000000001,0.0032767093976989,0.314,32.899,190.0,0.632,31.0,1,99,40__40,12.39542483660131,34.2,324.1,3333.04,4.35,1.3508496732026145,33,555.43,-231.32999999999993,1171.2,8,111,12,2,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,35.2,17.593548387096774,34.2,657.67,129.97,4.35,4,-0.0017175453393763,0.1461904761904762,-0.170047619047619,-0.0705444444444444,0.0116160579720103,3
228,2010,40.0,40.0,2.3478000000000003,estimate_normalized,True,59.0,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,60.0,0.4735666666666667,0.633,0.191,0.1319591308785497,0.36275,0.611,-0.0005834927348063,0.309,28.414,185.0,0.442,26.0,1,99,40__40,13.547712418300655,34.9,324.1,3333.04,4.4,1.387124183006536,35,564.98,-240.88,1309.7,9,111,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,35.2,18.63225806451613,34.9,657.67,130.92,4.4,4,-0.0184766855398211,0.2122999999999999,-0.2265277777777778,-0.20205,-0.1875608189033189,3
229,2010,40.0,40.0,1.4924,estimate_normalized,True,12.0,6.4,2.36,225.3,220.85171,12.11,480.0,61.0,0.4184754098360655,0.562,0.124,0.1304136680151275,0.352,0.526,0.0013018888228324,0.345,25.527,187.0,0.438,22.0,1,99,40__40,13.547712418300655,34.9,324.1,3333.04,4.4,1.387124183006536,35,564.98,-240.88,1309.7,9,111,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,35.2,18.63225806451613,34.9,657.67,130.92,4.4,4,-0.0063943865239698,0.1464,-0.1011138888888889,-0.0901944444444444,-0.0840139862914863,3
230,2010,40.0,40.0,2.5814,estimate_normalized,True,223.0,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,72.0,0.4686805555555556,0.768,0.187,0.1980660542448801,0.29425,0.65225,0.0036772958816355,0.372,33.745000000000005,210.0,0.581,32.0,1,99,40__40,13.211111111111109,35.3,324.1,3333.04,4.67,1.426797385620915,35,568.1800000000001,-244.08000000000004,1278.1,9,111,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,79.8,17.906451612903226,30.9,657.41,121.37,2.68,2,35.2,18.496774193548383,35.3,657.67,133.43,4.67,4,-0.0064541066262897,0.1293148148148147,-0.1277777777777777,-0.1046121212121212,0.0129663487880879,3
231,2010,40.0,40.0,2.7244,estimate_normalized,True,235.0,7.2625,3.685,204.0575,646.09227125,9.26,453.75,66.0,0.4935454545454545,0.73,0.192,0.1650362845152894,0.3622499999999999,0.62075,0.0037463731304491,0.535,32.574,205.0,0.538,37.0,1,99,40__40,12.39542483660131,34.2,324.1,3333.04,4.35,1.3508496732026145,33,555.43,-231.32999999999993,1171.2,8,111,12,2,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,35.2,17.593548387096774,34.2,657.67,129.97,4.35,4,0.0221556568431568,0.1484120370370371,-0.0972222222222221,0.1152407407407408,0.1209521825396825,3
232,2010,40.0,40.0,2.0457,estimate_normalized,True,296.0,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,70.0,0.4678142857142857,0.748,0.163,0.2115200965026486,0.23825,0.64375,0.0048911806328703,0.561,32.747,205.0,0.585,37.0,1,99,40__40,12.39542483660131,34.2,324.1,3333.04,4.35,1.3508496732026145,33,555.43,-231.32999999999993,1171.2,8,111,12,2,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,35.2,17.593548387096774,34.2,657.67,129.97,4.35,4,0.0137600164864657,0.178,-0.1241203703703703,0.1614814814814814,0.1135816956412194,3
233,2010,40.0,40.0,2.9024,estimate_normalized,True,39.0,6.7,3.57,211.75,698.55237,6.06,510.0,61.0,0.5228688524590164,0.728,0.181,0.1659460188162952,0.331,0.647,0.0007649956363817,0.33,31.895,185.0,0.5469999999999999,37.0,1,99,40__40,12.39542483660131,34.2,324.1,3333.04,4.35,1.3508496732026145,33,555.43,-231.32999999999993,1171.2,8,111,12,2,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,35.2,17.593548387096774,34.2,657.67,129.97,4.35,4,0.016511058401475,0.2377129629629629,-0.2096851851851851,-0.1608333333333332,-0.0978735179172679,3
234,2010,40.0,40.0,3.0815,estimate_normalized,True,35.0,6.5,3.73,181.31,492.74302,14.32,480.0,61.0,0.524704918032787,0.723,0.194,0.151848645984376,0.478,0.634,0.0022513007321654,0.464,32.007000000000005,176.0,0.5289999999999999,40.0,1,99,40__40,13.547712418300655,34.9,324.1,3333.04,4.4,1.387124183006536,35,564.98,-240.88,1309.7,9,111,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,35.2,18.63225806451613,34.9,657.67,130.92,4.4,4,-0.0447347939714606,0.0647936507936508,-0.1435,-0.0875833333333333,-0.0509542297979798,3
195,2011,40.0,40.0,1.6393999999999995,estimate_normalized,True,123.0,6.9,3.6425,225.2,499.4803025,7.5175,427.5,80.0,0.397025,0.676,0.161,0.1715338869582334,0.209,0.55425,0.0024915879761813,0.284,31.762,178.0,0.515,29.0,1,99,40__40,14.616339869281047,32.5,283.9,3329.35,3.65,1.625686274509804,42,616.58,-332.68000000000006,1382.5,7,107,17,3,52.1,559.07,81.11,54.1,11.529032258064516,27.4,717.51,124.59,2.53,88.7,18.543333333333333,28.8,707.97,133.47,2.48,0,33.2,18.793548387096777,31.5,739.68,148.33,3.47,4,55.8,18.09032258064516,32.5,605.12,129.08,3.65,3,-0.0334967098302541,0.1036687499999999,-0.1385401785714285,-0.1093805555555555,-0.1093926003734827,4
197,2011,40.0,40.0,2.1288,estimate_normalized,True,343.0,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,88.0,0.4686363636363637,0.747,0.111,0.2143965199544877,0.2075,0.6825,0.004431042626402,0.457,41.24,191.0,0.636,47.0,1,99,40__40,15.475816993464054,33.3,283.9,3329.35,3.83,1.7120915032679738,48,631.74,-347.84000000000003,1505.3,10,107,17,4,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,33.2,19.661290322580644,32.3,739.68,151.85,3.61,4,55.8,18.94516129032258,33.3,605.12,132.26,3.83,6,0.0192922467671749,0.1650472527472527,-0.0607,0.1650472527472527,0.1132742696845637,4
207,2011,40.0,40.0,1.7486000000000002,estimate_normalized,True,110.91,6.875,3.55,244.935,425.663535,5.4125,412.5,82.0,0.398890243902439,0.725,0.152,0.1995029192339484,0.18825,0.5845,0.0020068740032424,0.233,32.708999999999996,185.0,0.573,30.0,1,99,40__40,14.616339869281047,32.5,283.9,3329.35,3.65,1.625686274509804,42,616.58,-332.68000000000006,1382.5,7,107,17,3,52.1,559.07,81.11,54.1,11.529032258064516,27.4,717.51,124.59,2.53,88.7,18.543333333333333,28.8,707.97,133.47,2.48,0,33.2,18.793548387096777,31.5,739.68,148.33,3.47,4,55.8,18.09032258064516,32.5,605.12,129.08,3.65,3,-0.0367960723804088,0.1600687499999999,-0.2490666666666666,-0.1613214285714286,-0.225042082093254,4
208,2011,40.0,40.0,2.301,estimate_normalized,True,130.0,6.8,3.916,202.758,706.31834,5.7,504.0,79.0,0.4666835443037974,0.798,0.119,0.2252571270204649,0.2505,0.7095,0.0023055581969927,0.3,36.867999999999995,176.0,0.679,34.0,1,99,40__40,14.32156862745098,32.2,244.8,3332.21,3.64,1.6195424836601309,40,626.43,-381.62999999999994,1346.2,5,110,17,2,40.6,560.67,80.32,50.4,11.261290322580646,26.9,718.78,126.58,2.49,76.3,18.333333333333332,28.5,711.78,136.22,2.56,0,37.5,18.53548387096774,31.1,737.62,150.94,3.38,3,40.0,17.79032258064516,32.2,603.36,132.37,3.64,2,-0.0212762499923892,0.2248,-0.2914830357142858,-0.2199520833333333,-0.2584324054621849,4
209,2011,40.0,40.0,2.1288,estimate_normalized,True,301.65,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,89.0,0.452876404494382,0.817,0.155,0.2291672673170063,0.251,0.697,0.0022095123999449,0.251,40.306,184.0,0.6619999999999999,37.0,1,99,40__40,15.475816993464054,33.3,283.9,3329.35,3.83,1.7120915032679738,48,631.74,-347.84000000000003,1505.3,10,107,17,4,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,33.2,19.661290322580644,32.3,739.68,151.85,3.61,4,55.8,18.94516129032258,33.3,605.12,132.26,3.83,6,0.0093005685897539,0.3107986111111111,-0.3005138888888889,-0.2046974969474969,-0.2738557655018593,4
