field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_calculated_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_p10_max_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_srad_mean_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_gdd_wheat_to_asof,wx_hot_d30_to_asof,wx_hot_d35_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_precip_sum_last30d,wx_srad_sum_last30d,wx_et0_sum_last30d,wx_vpd_max_last30d,wx_temp_max_last30d,wx_apr_precip,wx_apr_temp_mean,wx_apr_temp_max,wx_apr_srad,wx_apr_et0,wx_apr_vpd_max,wx_apr_hot_d30,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_may_hot_d30,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years,gdd_at_asof,ndvi_at_gdd_200,ndvi_at_gdd_400,ndvi_at_gdd_600,ndvi_at_gdd_800,ndvi_at_gdd_1000,ndvi_at_gdd_1200,ndvi_at_gdd_1400,ndvi_peak_gdd_at_asof,ndvi_peak_value_at_asof,ndvi_growth_per_100gdd
216,2010,40.0,40.0,2.8838,estimate_normalized,True,37.0,37.51924,6.4,3.71,242.68,688.96085,7.64,540.0,36.0,0.5111388888888888,0.715,0.193,0.1714074341668246,0.39975,0.6932499999999999,0.7133333333333333,0.0068413244625835,0.691,18.400999999999996,187.0,0.522,21.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,21.92926229508197,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,1117.6,5,0,85,12,2,79.8,630.8599999999999,114.9,2.62,30.8,34.0,1.8733333333333335,24.3,629.11,73.06,2.52,0,127.3,10.66451612903226,24.8,644.56,102.93,1.93,0,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,-0.0665272743974133,0.0499833333333332,-0.208775,0.0148333333333333,0.0207010822510822,3,1016.4,0.33663541394620006,0.5086544850498339,0.6500524829371617,0.7064119601328904,0.6976979591836734,,,733.0999999999999,0.7077142857142855,0.07633653371136455
217,2010,40.0,40.0,2.0382,estimate_normalized,True,408.0,408.48131,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,47.0,0.3906808510638298,0.709,0.171,0.1768345911071746,0.237,0.53,0.707,0.0065060230127143,0.709,18.362,211.0,0.5379999999999999,17.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,21.927622950819668,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,968.9,1,0,87,12,1,59.7,624.73,113.65,2.54,29.7,29.0,-0.1033333333333333,22.4,631.9,68.02,2.21,0,98.0,9.148387096774194,23.0,650.79,101.91,1.76,0,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,-0.0759275371496116,0.0407824074074073,-0.2014095238095237,0.0407824074074073,-0.0867949074074073,3,874.4000000000002,0.3183390191897655,0.3831957671957672,0.5540338983050846,0.685423880597015,,,,874.4000000000002,0.7058571428571428,0.06281407035175877
218,2010,40.0,40.0,2.4997,estimate_normalized,True,39.0,39.30376,7.2,3.87,198.74,289.9543,4.86,390.0,37.0,0.470918918918919,0.728,0.147,0.2042248864283417,0.257,0.664,0.726,0.0075748201698979,0.664,17.424000000000003,210.0,0.581,19.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,21.927622950819668,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,968.9,1,0,87,12,1,59.7,624.73,113.65,2.54,29.7,29.0,-0.1033333333333333,22.4,631.9,68.02,2.21,0,98.0,9.148387096774194,23.0,650.79,101.91,1.76,0,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,0.0009879343629343,0.0866888888888888,-0.0760833333333333,-0.0011988095238094,0.0531009379509379,3,874.4000000000002,0.3729182658137883,0.6348805744520031,0.6955978021978022,0.7009614041215507,,,,690.8000000000001,0.7102857142857142,0.08208920406830268
219,2010,40.0,40.0,2.4063,estimate_normalized,True,210.0,209.86423,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,49.0,0.4215714285714285,0.767,0.158,0.2275195439014918,0.186,0.732,0.75575,0.008072175041023,0.732,20.656999999999996,205.0,0.609,16.0,1,99,40__40,11.868032786885246,32.4,288.9,2675.37,21.92926229508197,3.43,1.241967213114754,19,434.75,-145.85000000000002,890.6999999999999,1086.9,5,0,85,12,2,79.8,630.8599999999999,116.33,2.68,30.9,34.0,1.21,23.8,629.11,70.9,2.4,0,127.3,10.332258064516129,24.3,644.56,103.7,1.87,0,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,79.8,17.906451612903226,30.9,657.41,121.37,2.68,2,0.0134714650145772,0.1478539682539682,-0.0752555555555555,0.0882380952380952,0.0887671693121692,3,986.3000000000001,0.25244348019581664,0.38235206869633104,0.6060188964474679,0.7488449197860962,,,,820.3000000000001,0.749,0.07735726467960691
220,2010,40.0,40.0,1.9949,estimate_normalized,True,25.0,24.0006,7.3,3.74,197.06,380.11444,6.0,420.0,38.0,0.474078947368421,0.694,0.174,0.1851520543796294,0.24975,0.6205,0.69,0.0067416704858743,0.672,18.015,210.0,0.52,20.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,21.927622950819668,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,968.9,1,0,87,12,1,59.7,624.73,113.65,2.54,29.7,29.0,-0.1033333333333333,22.4,631.9,68.02,2.21,0,98.0,9.148387096774194,23.0,650.79,101.91,1.76,0,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,-0.0676815406571985,0.0279722222222221,-0.1454583333333333,0.0097571428571429,-0.0217848544973544,3,874.4000000000002,0.3995906183368871,0.6002751322751323,0.6415714285714286,0.6788604610548374,,,,807.7000000000002,0.679142857142857,0.06439614088108797
222,2010,40.0,40.0,2.4025,estimate_normalized,True,62.0,62.12991,6.9,3.725,206.315,278.80506,4.845,420.0,41.0,0.4563414634146341,0.749,0.135,0.2176788426207004,0.202,0.696,0.747,0.0080168133070395,0.737,18.709999999999997,195.0,0.614,19.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,21.927622950819668,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,968.9,1,0,87,12,1,59.7,624.73,113.65,2.54,29.7,29.0,-0.1033333333333333,22.4,631.9,68.02,2.21,0,98.0,9.148387096774194,23.0,650.79,101.91,1.76,0,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,-0.0139499967737772,0.0847238095238095,-0.0981999999999999,0.0800527777777777,0.0720826719576719,3,874.4000000000002,0.369952380952381,0.5733537414965987,0.71985325903411,0.7431970149253733,,,,740.7,0.7447142857142858,0.08114987930656134
223,2010,40.0,40.0,2.8213,estimate_normalized,True,70.0,70.93112,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,42.0,0.5016190476190477,0.697,0.176,0.1965665950863851,0.2485,0.672,0.69125,0.0068539722622265,0.687,21.068000000000005,210.0,0.5209999999999999,26.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,21.927622950819668,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,968.9,1,0,87,12,1,59.7,624.73,113.65,2.54,29.7,29.0,-0.1033333333333333,22.4,631.9,68.02,2.21,0,98.0,9.148387096774194,23.0,650.79,101.91,1.76,0,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,0.0499732520786092,0.1695499999999999,-0.006875,0.0209845238095238,0.0115450549450549,3,874.4000000000002,0.4900710732054016,0.6549674981103553,0.6757494505494506,0.6862672022354175,,,,854.3000000000002,0.687142857142857,0.06089969144156335
224,2010,40.0,40.0,2.7485,estimate_normalized,True,104.0,106.08424,6.5,3.808,191.728,598.903534,18.618,516.0,44.0,0.4993863636363636,0.769,0.152,0.216873676669695,0.32475,0.7424999999999999,0.76575,0.0085014220842121,0.742,21.973,198.0,0.617,23.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,21.92926229508197,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,1117.6,5,0,85,12,2,79.8,630.8599999999999,114.9,2.62,30.8,34.0,1.8733333333333335,24.3,629.11,73.06,2.52,0,127.3,10.66451612903226,24.8,644.56,102.93,1.93,0,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,0.0338815804145349,0.1670833333333333,-0.1284249999999999,0.054986111111111,0.098186221340388,3,1016.4,0.2986260120135806,0.528578073089701,0.6926236559139785,0.7612159468438539,0.7506897959183673,,,809.1999999999999,0.7622857142857143,0.0819336935884329
226,2010,40.0,40.0,2.0662,estimate_normalized,True,40.0,41.00801,7.2,3.79,218.81,806.48818,8.56,420.0,40.0,0.4486,0.667,0.165,0.1585934740145382,0.334,0.61025,0.66425,0.0063962539357894,0.667,17.944,212.0,0.502,14.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,21.92926229508197,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,1001.9,4,0,85,12,2,79.8,630.8599999999999,114.12999999999998,2.58,30.0,34.0,0.5733333333333335,23.2,629.11,69.81,2.33,0,127.3,9.435483870967742,23.6,644.56,100.71,1.8,0,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,-0.0559176289682539,0.0305634920634921,-0.13385,0.0305634920634921,-0.0099197931697931,3,905.2999999999998,0.3865644937586685,0.5096868770764119,0.6082105263157895,0.6508425249169435,,,,893.5999999999998,0.6625714285714287,0.055230169414479814
227,2010,40.0,40.0,2.7361,estimate_normalized,True,346.0,348.50924,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,50.0,0.4349,0.756,0.124,0.2345089550528934,0.198,0.73775,0.7524000000000001,0.0081917090829499,0.721,21.745,190.0,0.632,19.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,21.92926229508197,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,1001.9,4,0,85,12,2,79.8,630.8599999999999,114.12999999999998,2.58,30.0,34.0,0.5733333333333335,23.2,629.11,69.81,2.33,0,127.3,9.435483870967742,23.6,644.56,100.71,1.8,0,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,-0.0073176587301587,0.1461904761904762,-0.170047619047619,0.0679722222222223,0.0680031216931217,3,905.2999999999998,0.2739472954230236,0.5451511627906975,0.7331203007518797,0.7474751858549327,,,,713.2999999999998,0.7505714285714286,0.08884989263201647
228,2010,40.0,40.0,2.3478000000000003,estimate_normalized,True,59.0,55.06353,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,39.0,0.520948717948718,0.633,0.191,0.1368305987517653,0.4385,0.618,0.6323333333333333,0.0035334524669951,0.455,20.317,185.0,0.442,26.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,21.92926229508197,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,1117.6,5,0,85,12,2,79.8,630.8599999999999,114.9,2.62,30.8,34.0,1.8733333333333335,24.3,629.11,73.06,2.52,0,127.3,10.66451612903226,24.8,644.56,102.93,1.93,0,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,0.0682331264414597,0.2122999999999999,-0.2231111111111111,-0.214111111111111,-0.0627874118165784,3,1016.4,0.4830156698876992,0.611860465116279,0.6265361552028219,0.5817707641196012,0.5044857142857142,,,680.1,0.6284285714285714,0.06342090946184885
229,2010,40.0,40.0,1.4924,estimate_normalized,True,12.0,9.82891,6.4,2.36,225.3,220.85171,12.11,480.0,40.0,0.4211999999999999,0.562,0.124,0.1569691370938886,0.26,0.545,0.5587500000000001,0.0049883194072735,0.486,16.848,187.0,0.438,22.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,21.92926229508197,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,1117.6,5,0,85,12,2,79.8,630.8599999999999,114.9,2.62,30.8,34.0,1.8733333333333335,24.3,629.11,73.06,2.52,0,127.3,10.66451612903226,24.8,644.56,102.93,1.93,0,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,0.0324154133597883,0.1464,-0.1011138888888889,-0.0958194444444443,-0.0463382154882154,3,1016.4,0.309164011491251,0.5313023255813953,0.554693096377307,0.5415647840531561,0.5018408163265305,,,680.1,0.5551428571428572,0.06116939216291268
230,2010,40.0,40.0,2.5814,estimate_normalized,True,223.0,222.45567,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,48.0,0.420125,0.768,0.187,0.2117362377463999,0.2299999999999999,0.65525,0.7625,0.0078295010033027,0.748,20.166,210.0,0.581,16.0,1,99,40__40,11.868032786885246,32.4,288.9,2675.37,21.92926229508197,3.43,1.241967213114754,19,434.75,-145.85000000000002,890.6999999999999,1086.9,5,0,85,12,2,79.8,630.8599999999999,116.33,2.68,30.9,34.0,1.21,23.8,629.11,70.9,2.4,0,127.3,10.332258064516129,24.3,644.56,103.7,1.87,0,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,79.8,17.906451612903226,30.9,657.41,121.37,2.68,2,-0.0157597415123456,0.1293148148148147,-0.1277777777777777,0.1144702380952381,0.0706357760141093,3,986.3000000000001,0.2591428571428572,0.3673481654957065,0.5714033257747544,0.7348579067990832,,,,963.7,0.7542857142857143,0.0636054030042283
