field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_calculated_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_p10_max_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_srad_mean_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_gdd_wheat_to_asof,wx_hot_d30_to_asof,wx_hot_d35_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_precip_sum_last30d,wx_srad_sum_last30d,wx_et0_sum_last30d,wx_vpd_max_last30d,wx_temp_max_last30d,wx_apr_precip,wx_apr_temp_mean,wx_apr_temp_max,wx_apr_srad,wx_apr_et0,wx_apr_vpd_max,wx_apr_hot_d30,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_may_hot_d30,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years
216,2010,40.0,40.0,2.8838,estimate_normalized,True,37.0,37.51924,6.4,3.71,242.68,688.96085,7.64,540.0,36.0,0.5111388888888888,0.715,0.193,0.1714074341668246,0.39975,0.6932499999999999,0.7133333333333333,0.0068413244625835,0.691,18.400999999999996,187.0,0.522,21.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,21.92926229508197,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,1117.6,5,0,85,12,2,79.8,630.8599999999999,114.9,2.62,30.8,34.0,1.8733333333333335,24.3,629.11,73.06,2.52,0,127.3,10.66451612903226,24.8,644.56,102.93,1.93,0,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,-0.0665272743974133,0.04998333333333327,-0.20877500000000004,0.014833333333333365,0.020701082251082227,3
217,2010,40.0,40.0,2.0382,estimate_normalized,True,408.0,408.48131,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,47.0,0.3906808510638298,0.709,0.171,0.1768345911071746,0.237,0.53,0.707,0.0065060230127143,0.709,18.362,211.0,0.5379999999999999,17.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,21.927622950819668,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,968.9,1,0,87,12,1,59.7,624.73,113.65,2.54,29.7,29.0,-0.1033333333333333,22.4,631.9,68.02,2.21,0,98.0,9.148387096774194,23.0,650.79,101.91,1.76,0,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,-0.07592753714961162,0.04078240740740735,-0.20140952380952376,0.04078240740740735,-0.08679490740740739,3
218,2010,40.0,40.0,2.4997,estimate_normalized,True,39.0,39.30376,7.2,3.87,198.74,289.9543,4.86,390.0,37.0,0.470918918918919,0.728,0.147,0.2042248864283417,0.257,0.664,0.726,0.0075748201698979,0.664,17.424000000000003,210.0,0.581,19.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,21.927622950819668,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,968.9,1,0,87,12,1,59.7,624.73,113.65,2.54,29.7,29.0,-0.1033333333333333,22.4,631.9,68.02,2.21,0,98.0,9.148387096774194,23.0,650.79,101.91,1.76,0,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,0.0009879343629343625,0.08668888888888882,-0.07608333333333334,-0.0011988095238094632,0.05310093795093793,3
219,2010,40.0,40.0,2.4063,estimate_normalized,True,210.0,209.86423,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,49.0,0.4215714285714285,0.767,0.158,0.2275195439014918,0.186,0.732,0.75575,0.008072175041023,0.732,20.656999999999996,205.0,0.609,16.0,1,99,40__40,11.868032786885246,32.4,288.9,2675.37,21.92926229508197,3.43,1.241967213114754,19,434.75,-145.85000000000002,890.6999999999999,1086.9,5,0,85,12,2,79.8,630.8599999999999,116.33,2.68,30.9,34.0,1.21,23.8,629.11,70.9,2.4,0,127.3,10.332258064516129,24.3,644.56,103.7,1.87,0,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,79.8,17.906451612903226,30.9,657.41,121.37,2.68,2,0.013471465014577253,0.14785396825396824,-0.07525555555555558,0.08823809523809523,0.08876716931216928,3
220,2010,40.0,40.0,1.9949,estimate_normalized,True,25.0,24.0006,7.3,3.74,197.06,380.11444,6.0,420.0,38.0,0.474078947368421,0.694,0.174,0.1851520543796294,0.24975,0.6205,0.69,0.0067416704858743,0.672,18.015,210.0,0.52,20.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,21.927622950819668,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,968.9,1,0,87,12,1,59.7,624.73,113.65,2.54,29.7,29.0,-0.1033333333333333,22.4,631.9,68.02,2.21,0,98.0,9.148387096774194,23.0,650.79,101.91,1.76,0,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,-0.06768154065719859,0.027972222222222176,-0.14545833333333333,0.009757142857142909,-0.021784854497354483,3
222,2010,40.0,40.0,2.4025,estimate_normalized,True,62.0,62.12991,6.9,3.725,206.315,278.80506,4.845,420.0,41.0,0.4563414634146341,0.749,0.135,0.2176788426207004,0.202,0.696,0.747,0.0080168133070395,0.737,18.709999999999997,195.0,0.614,19.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,21.927622950819668,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,968.9,1,0,87,12,1,59.7,624.73,113.65,2.54,29.7,29.0,-0.1033333333333333,22.4,631.9,68.02,2.21,0,98.0,9.148387096774194,23.0,650.79,101.91,1.76,0,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,-0.013949996773777246,0.08472380952380953,-0.09819999999999995,0.08005277777777775,0.07208267195767197,3
223,2010,40.0,40.0,2.8213,estimate_normalized,True,70.0,70.93112,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,42.0,0.5016190476190477,0.697,0.176,0.1965665950863851,0.2485,0.672,0.69125,0.0068539722622265,0.687,21.068000000000005,210.0,0.5209999999999999,26.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,21.927622950819668,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,968.9,1,0,87,12,1,59.7,624.73,113.65,2.54,29.7,29.0,-0.1033333333333333,22.4,631.9,68.02,2.21,0,98.0,9.148387096774194,23.0,650.79,101.91,1.76,0,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,0.049973252078609226,0.16954999999999998,-0.00687500000000002,0.02098452380952387,0.011545054945054943,3
224,2010,40.0,40.0,2.7485,estimate_normalized,True,104.0,106.08424,6.5,3.808,191.728,598.903534,18.618,516.0,44.0,0.4993863636363636,0.769,0.152,0.216873676669695,0.32475,0.7424999999999999,0.76575,0.0085014220842121,0.742,21.973,198.0,0.617,23.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,21.92926229508197,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,1117.6,5,0,85,12,2,79.8,630.8599999999999,114.9,2.62,30.8,34.0,1.8733333333333335,24.3,629.11,73.06,2.52,0,127.3,10.66451612903226,24.8,644.56,102.93,1.93,0,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,0.033881580414534956,0.16708333333333336,-0.12842499999999998,0.05498611111111107,0.098186221340388,3
226,2010,40.0,40.0,2.0662,estimate_normalized,True,40.0,41.00801,7.2,3.79,218.81,806.48818,8.56,420.0,40.0,0.4486,0.667,0.165,0.1585934740145382,0.334,0.61025,0.66425,0.0063962539357894,0.667,17.944,212.0,0.502,14.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,21.92926229508197,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,1001.9,4,0,85,12,2,79.8,630.8599999999999,114.12999999999998,2.58,30.0,34.0,0.5733333333333335,23.2,629.11,69.81,2.33,0,127.3,9.435483870967742,23.6,644.56,100.71,1.8,0,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,-0.05591762896825399,0.03056349206349218,-0.13385000000000002,0.03056349206349218,-0.00991979316979315,3
227,2010,40.0,40.0,2.7361,estimate_normalized,True,346.0,348.50924,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,50.0,0.4349,0.756,0.124,0.2345089550528934,0.198,0.73775,0.7524000000000001,0.0081917090829499,0.721,21.745,190.0,0.632,19.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,21.92926229508197,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,1001.9,4,0,85,12,2,79.8,630.8599999999999,114.12999999999998,2.58,30.0,34.0,0.5733333333333335,23.2,629.11,69.81,2.33,0,127.3,9.435483870967742,23.6,644.56,100.71,1.8,0,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,-0.007317658730158727,0.1461904761904762,-0.17004761904761906,0.06797222222222232,0.06800312169312171,3
228,2010,40.0,40.0,2.3478000000000003,estimate_normalized,True,59.0,55.06353,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,39.0,0.520948717948718,0.633,0.191,0.1368305987517653,0.4385,0.618,0.6323333333333333,0.0035334524669951,0.455,20.317,185.0,0.442,26.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,21.92926229508197,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,1117.6,5,0,85,12,2,79.8,630.8599999999999,114.9,2.62,30.8,34.0,1.8733333333333335,24.3,629.11,73.06,2.52,0,127.3,10.66451612903226,24.8,644.56,102.93,1.93,0,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,0.06823312644145976,0.21229999999999993,-0.2231111111111111,-0.21411111111111109,-0.06278741181657847,3
229,2010,40.0,40.0,1.4924,estimate_normalized,True,12.0,9.82891,6.4,2.36,225.3,220.85171,12.11,480.0,40.0,0.4211999999999999,0.562,0.124,0.1569691370938886,0.26,0.545,0.5587500000000001,0.0049883194072735,0.486,16.848,187.0,0.438,22.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,21.92926229508197,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,1117.6,5,0,85,12,2,79.8,630.8599999999999,114.9,2.62,30.8,34.0,1.8733333333333335,24.3,629.11,73.06,2.52,0,127.3,10.66451612903226,24.8,644.56,102.93,1.93,0,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,0.032415413359788384,0.14640000000000003,-0.10111388888888895,-0.09581944444444435,-0.046338215488215435,3
230,2010,40.0,40.0,2.5814,estimate_normalized,True,223.0,222.45567,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,48.0,0.420125,0.768,0.187,0.2117362377463999,0.2299999999999999,0.65525,0.7625,0.0078295010033027,0.748,20.166,210.0,0.581,16.0,1,99,40__40,11.868032786885246,32.4,288.9,2675.37,21.92926229508197,3.43,1.241967213114754,19,434.75,-145.85000000000002,890.6999999999999,1086.9,5,0,85,12,2,79.8,630.8599999999999,116.33,2.68,30.9,34.0,1.21,23.8,629.11,70.9,2.4,0,127.3,10.332258064516129,24.3,644.56,103.7,1.87,0,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,79.8,17.906451612903226,30.9,657.41,121.37,2.68,2,-0.01575974151234569,0.12931481481481477,-0.12777777777777777,0.11447023809523815,0.07063577601410934,3
231,2010,40.0,40.0,2.7244,estimate_normalized,True,235.0,231.50464,7.2625,3.685,204.0575,646.09227125,9.26,453.75,45.0,0.438,0.73,0.192,0.1701236151874408,0.298,0.569,0.7252500000000001,0.0066041848399283,0.723,19.71,205.0,0.538,16.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,21.92926229508197,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,1001.9,4,0,85,12,2,79.8,630.8599999999999,114.12999999999998,2.58,30.0,34.0,0.5733333333333335,23.2,629.11,69.81,2.33,0,127.3,9.435483870967742,23.6,644.56,100.71,1.8,0,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,-0.021753910133076804,0.1385277777777777,-0.0972222222222221,0.1385277777777777,0.016913217338217306,3
232,2010,40.0,40.0,2.0457,estimate_normalized,True,296.0,296.88138,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,48.0,0.3901874999999999,0.748,0.163,0.2118646045876548,0.211,0.60375,0.7437499999999999,0.0078194727844805,0.733,18.729,205.0,0.585,15.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,21.92926229508197,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,1001.9,4,0,85,12,2,79.8,630.8599999999999,114.12999999999998,2.58,30.0,34.0,0.5733333333333335,23.2,629.11,69.81,2.33,0,127.3,9.435483870967742,23.6,644.56,100.71,1.8,0,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,-0.029911968143738987,0.08065873015873015,-0.12412037037037038,0.07728571428571429,0.038494085411942526,3
233,2010,40.0,40.0,2.9024,estimate_normalized,True,39.0,38.82,6.7,3.57,211.75,698.55237,6.06,510.0,40.0,0.5506,0.728,0.181,0.1802504923710334,0.49075,0.6922499999999999,0.7262500000000001,0.0064740584672109,0.657,22.024,185.0,0.5469999999999999,27.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,21.92926229508197,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,1001.9,4,0,85,12,2,79.8,630.8599999999999,114.12999999999998,2.58,30.0,34.0,0.5733333333333335,23.2,629.11,69.81,2.33,0,127.3,9.435483870967742,23.6,644.56,100.71,1.8,0,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,0.07370334656084657,0.2377129629629629,-0.06374999999999997,0.00652777777777791,0.06619403659611994,3
234,2010,40.0,40.0,3.0815,estimate_normalized,True,35.0,36.18,6.5,3.73,181.31,492.74302,14.32,480.0,40.0,0.50735,0.723,0.194,0.1788818814189967,0.32525,0.67125,0.7137499999999999,0.0063988065167971,0.671,20.294,176.0,0.5289999999999999,26.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,21.92926229508197,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,1117.6,5,0,85,12,2,79.8,630.8599999999999,114.9,2.62,30.8,34.0,1.8733333333333335,24.3,629.11,73.06,2.52,0,127.3,10.66451612903226,24.8,644.56,102.93,1.93,0,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,-0.041625076058201024,0.06479365079365085,-0.14350000000000002,-0.014830555555555458,-0.005248905723905684,3
195,2011,40.0,40.0,1.6393999999999995,estimate_normalized,True,123.0,122.42127,6.9,3.6425,225.2,499.4803025,7.5175,427.5,62.0,0.4013870967741936,0.676,0.161,0.191703934605381,0.19925,0.56275,0.6718333333333333,0.005537490144752,0.537,24.886000000000003,178.0,0.515,28.0,1,99,40__40,13.73360655737705,31.5,228.1,2724.2299999999996,22.329754098360652,3.47,1.508688524590164,25,487.49999999999994,-259.4,1007.7,1228.7,4,0,85,17,3,21.799999999999997,723.0999999999999,145.30000000000004,3.47,31.5,52.1,5.973333333333333,24.8,559.07,81.11,2.22,0,54.1,11.529032258064516,27.4,717.51,124.59,2.53,0,88.7,18.543333333333333,28.8,707.97,133.47,2.48,0,33.2,18.793548387096777,31.5,739.68,148.33,3.47,4,-0.012686546294207571,0.10366874999999998,-0.10845416666666663,-0.0673199404761905,-0.058414431913116106,4
