field_id,year,yield_t_ha,harvested_weight_t,completed_area_ha,completed_date,humidity,protein_content,oil_content,operation_id,crop_id,variety,till_type,sowing_date,harvesting_date,standard_name,field_name,field_tillable_area,field_calculated_area,lat,long,cropwise_t_ha,target_yield_t_ha,target_source,prev_crop_id,prev_standard_name,rotation_pair,years_since_sunflower,years_since_wheat,asof_tag,sowing_known_asof,sowing_doy,days_after_sowing_asof,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_last_value_asof,ndvi_last_doy_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_slope_asof,ndvi_integral_asof,ndvi_last30d_mean_asof,ndvi_above_05_days_asof,cw_temp_n_obs_asof,cw_temp_mean_asof,cw_temp_max_asof,cw_temp_min_asof,cw_temp_std_asof,cw_temp_p25_asof,cw_temp_p75_asof,cw_temp_last_value_asof,cw_temp_last_doy_asof,cw_temp_peak_doy_asof,cw_temp_amplitude_asof,cw_temp_slope_asof,cw_temp_integral_asof,cw_temp_last30d_mean_asof,cw_sm_n_obs_asof,cw_sm_mean_asof,cw_sm_max_asof,cw_sm_min_asof,cw_sm_std_asof,cw_sm_p25_asof,cw_sm_p75_asof,cw_sm_last_value_asof,cw_sm_last_doy_asof,cw_sm_peak_doy_asof,cw_sm_amplitude_asof,cw_sm_slope_asof,cw_sm_integral_asof,cw_sm_last30d_mean_asof,gdd_to_asof,heat_days_ge30_to_asof,cold_days_le0_to_asof,field_soil_pH,field_soil_OM,field_soil_N,field_soil_P,field_soil_K,field_soil_Mg,field_soil_S,field_soil_Zn,s2_ndvi_mean,s2_ndre_mean,s2_evi_mean,s2_gcvi_mean,s2_cloud_cover,s2_pixels_10m,s2_pixels_20m,s2_ndre_minus_ndvi,s2_evi_minus_ndvi,mgmt_ops_count_asof,mgmt_application_count_asof,mgmt_soil_count_asof,mgmt_other_count_asof,mgmt_days_since_last_operation_asof,mgmt_days_since_last_application_asof,mgmt_fertilizer_ops_asof,mgmt_fertilizer_rate_kg_ha_asof,mgmt_n_kg_ha_asof,mgmt_p2o5_kg_ha_asof,mgmt_k2o_kg_ha_asof,mgmt_s_kg_ha_asof,mgmt_chemical_ops_asof,mgmt_chemical_rate_asof,mgmt_herbicide_rate_asof,mgmt_fungicide_rate_asof,mgmt_insecticide_rate_asof,mgmt_seed_rate_asof
195,2021,2.022276422764228,248.74,123.0,2021-08-22,0.0,0.0,0.0,7037,3.0,Планета,,2021-05-12,2021-08-22,barley_spring,Коновалиха 1,123.0,122.42127,50.42198096600295,82.4644614849937,3.518,2.022276422764228,v26_harvest_op,,missing,missing->barley_spring,,,07_01,1,132.0,50.0,41,0.378609756097561,0.72,0.18,0.1855768696227116,0.207,0.569,0.716,182.0,180.0,0.54,0.0083067848387806,27.1905,0.5717647058823528,13,96,10.2,46.3,-35.1,23.198516026533536,-9.25,33.375,29.7,182.0,147.0,81.4,0.4118175539219293,1390.1,30.48823529411765,182,0.3841291208791209,0.9055,0.0,0.2889702940706382,0.0836249999999999,0.619875,0.716,182.0,175.0,0.9055,0.0048021146953761,69.49524999999998,0.662983870967742,1507.85,28,35,6.0,6.133,7.223,29.267,261.667,452.333,15.9,0.913,0.4680818617343902,0.3221668303012848,0.2674925029277801,1.8770084381103516,0.015664,12260.0,3056.0,-0.1459150314331054,-0.2005893588066101,5,3,2,0,35.0,35.0,1,58.36206896551724,18.675862068965518,0.0,0.0,0.0,4,0.6385937500000001,0.34601562500000005,0.0,0.1421875,193.7578125
195,2022,2.1216260162601626,260.96,123.0,2022-08-10,0.0,0.0,0.0,8710,44.0,,,2021-09-08,2022-08-10,wheat_winter,Коновалиха 1,123.0,122.42127,50.42198096600295,82.4644614849937,2.4872,2.1216260162601626,v26_harvest_op,3.0,barley_spring,barley_spring->wheat_winter,,,07_01,1,251.0,296.0,45,0.4103555555555555,0.686,0.177,0.1760293101295672,0.236,0.579,0.65,182.0,177.0,0.5090000000000001,0.008110690711597,30.4355,0.5972105263157895,19,114,8.131140350877192,44.5,-23.95,22.205992740967034,-11.775,29.5375,29.35,182.0,137.0,68.45,0.3761028432012573,1406.475,29.03333333333333,181,0.4061602209944751,0.897,0.0,0.2814800303367971,0.1094999999999999,0.642,0.6275,182.0,112.0,0.897,0.004275870706715,73.35874999999999,0.6745483870967743,1616.4,28,55,6.0,6.133,7.223,29.267,261.667,452.333,15.9,0.913,0.3155018091201782,0.2295401245355606,0.3340773284435272,0.9402394890785216,7e-05,12260.0,3056.0,-0.0859616845846176,0.018575519323349,9,4,4,1,10.0,10.0,4,141.5840108401084,35.9179945799458,23.0,0.0,2.4166666666666665,7,1.6749999999999998,0.775,0.5,0.3,943.0
195,2023,0.8904065040650406,109.52,123.0,2023-08-09,0.0,0.0,0.0,12579,44.0,Булава,,2022-08-29,2023-08-09,wheat_winter,Коновалиха 1,123.0,122.42127,50.42198096600295,82.4644614849937,1.8031,0.8904065040650406,v26_harvest_op,44.0,wheat_winter,wheat_winter->wheat_winter,,1.0,07_01,1,241.0,306.0,45,0.3234666666666667,0.459,0.171,0.1036945514479907,0.194,0.428,0.459,180.0,180.0,0.288,0.0051417731445177,21.092,0.4147727272727273,0,102,13.626470588235298,48.8,-29.8,23.36646006931096,-7.7125,37.9,33.4,181.0,157.0,78.6,0.4593768525161094,1637.1249999999998,40.84782608695652,182,0.4364505494505494,0.8545,0.038,0.2327174813503956,0.20025,0.619875,0.6845,182.0,115.0,0.8165,0.0032164290740506,79.0355,0.573451612903226,1825.0,41,36,6.0,6.133,7.223,29.267,261.667,452.333,15.9,0.913,,,,,,,,,,11,5,4,2,8.0,8.0,4,133.98048780487807,18.946048780487807,50.0390243902439,0.0,0.006,7,1.9249999999999998,1.025,0.5,0.3,466.78277235772356
195,2024,2.7365853658536587,336.6,123.0,2024-09-29,0.0,0.0,0.0,31065,40.0,,,2024-05-12,2024-09-29,sunflower,Коновалиха 1,123.0,122.42127,50.42198096600295,82.4644614849937,3.3274,2.7365853658536587,v26_harvest_op,44.0,wheat_winter,wheat_winter->sunflower,,1.0,07_01,1,133.0,50.0,42,0.3463571428571428,0.747,0.176,0.1810598192953514,0.2085,0.424,0.747,181.0,181.0,0.571,0.0067950477553037,24.008000000000003,0.5141111111111111,9,100,8.372499999999999,44.6,-27.75,21.48929195552985,-11.7875,30.3625,30.9,181.0,139.0,72.35,0.3641758788551777,1164.5,29.522727272727273,183,0.5072622950819673,0.97,0.041,0.2917009042496917,0.20025,0.7765000000000001,0.647,183.0,101.0,0.929,0.0044407617507225,92.27225,0.7761612903225805,1106.7,28,43,6.0,6.133,7.223,29.267,261.667,452.333,15.9,0.913,0.5879775881767273,0.4407908618450165,0.7793121933937073,2.085736036300659,5.2e-05,12260.0,3056.0,-0.1471867263317108,0.1913346052169799,11,4,7,0,6.0,6.0,1,105.0,10.5,48.300000000000004,0.0,0.0,7,2.3097967479674795,0.2382520325203252,0.5,0.15447154471544716,0.3931947069105691
195,2025,2.7195121951219514,334.5,123.0,2025-09-18,0.0,0.0,0.0,35707,43.0,Токката,,2025-05-14,2025-09-18,wheat_spring,Коновалиха 1,123.0,122.42127,50.42198096600295,82.4644614849937,2.8708,2.7195121951219514,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,2.0,07_01,1,134.0,48.0,52,0.3910961538461539,0.744,0.148,0.2026473120032194,0.21725,0.6045,0.681,181.0,174.0,0.596,0.00859207917044,30.722,0.6289,18,108,9.618981481481482,39.45,-24.2,20.591768084637824,-10.35,30.025,25.4,177.0,142.0,63.650000000000006,0.3843108943982015,1175.9249999999995,30.085,180,0.4752944444444444,0.9595,0.0025,0.2959010992285959,0.163375,0.74725,0.8714999999999999,182.0,99.0,0.957,0.0045052757055357,86.09850000000003,0.701774193548387,1581.45,27,44,6.9,3.6425,,225.2,499.4803025,427.5,27.9125,2.4025,0.5111010074615479,0.3947330415248871,0.5982974171638489,1.7096061706542969,4.6e-05,12260.0,3056.0,-0.1163679659366607,0.087196409702301,9,3,5,1,13.0,13.0,0,0.0,0.0,0.0,0.0,0.0,4,2.4,1.4,1.0,0.0,205.0
197,2021,2.5965868263473055,867.26,334.0,2021-08-23,0.0,0.0,0.0,7038,3.0,Планета,,2021-05-11,2021-08-23,barley_spring,Казачий увал,343.0,343.71311,50.43149523573457,82.4485335081973,3.7068,2.5965868263473055,v26_harvest_op,,missing,missing->barley_spring,,,07_01,1,131.0,51.0,41,0.3837560975609756,0.749,0.15,0.2045015093853063,0.194,0.606,0.749,182.0,182.0,0.599,0.0088734342118448,28.6005,0.61075,12,95,10.357368421052632,46.9,-35.2,23.163029717771614,-9.15,33.275000000000006,29.3,182.0,152.0,82.1,0.412032601610171,1362.475,30.65882352941176,182,0.3847527472527472,0.907,0.0,0.2888936158582626,0.0849999999999999,0.619375,0.718,182.0,175.0,0.907,0.0048014324232058,69.6075,0.6641774193548388,1500.25,28,34,6.515,5.715,4.765,29.477,382.154,387.0,7.899,0.539,0.52299964427948,0.3489270508289337,0.3068869411945343,2.0967953205108643,0.015664,34332.0,8594.0,-0.1740725934505462,-0.2161127030849456,7,3,3,1,35.0,35.0,1,62.121212121212125,19.87878787878788,0.0,0.0,0.0,4,0.6784848484848485,0.3806060606060606,0.0,0.14242424242424243,193.75454545454545
197,2022,1.5206997084548106,521.6,343.0,2022-08-09,0.0,0.0,0.0,8711,44.0,,,2021-09-11,2022-08-09,wheat_winter,Казачий увал,343.0,343.71311,50.43149523573457,82.4485335081973,3.2342,1.5206997084548106,v26_harvest_op,3.0,barley_spring,barley_spring->wheat_winter,,,07_01,1,254.0,293.0,47,0.4044468085106383,0.718,0.155,0.1932704871759231,0.2255,0.5705,0.718,182.0,182.0,0.563,0.0089839548393141,30.581999999999997,0.6193157894736842,16,116,7.938793103448275,43.6,-23.55,22.452937452982376,-12.3,29.875,27.85,182.0,139.0,67.15,0.3852072802191759,1327.55,29.066666666666663,181,0.4055303867403315,0.897,0.0,0.2811853764467041,0.1094999999999999,0.6375,0.626,182.0,112.0,0.897,0.0042669654049158,73.24475,0.6706290322580645,1646.9499999999996,28,56,6.515,5.715,4.765,29.477,382.154,387.0,7.899,0.539,0.3208944499492645,0.2303112745285034,0.3423721492290497,0.9573747515678406,7e-05,34332.0,8594.0,-0.0905831754207611,0.0214776992797851,9,4,4,1,10.0,10.0,4,163.83381924198252,43.49387755102041,23.0,0.0,3.1005830903790086,7,1.6634839650145772,0.7749999999999999,0.4956268221574344,0.2928571428571428,943.0
197,2023,1.0820991253644316,371.16,343.0,2023-08-20,0.0,0.0,0.0,12580,44.0,Булава,,2022-08-27,2023-08-20,wheat_winter,Казачий увал,343.0,343.71311,50.43149523573457,82.4485335081973,2.1736999999999997,1.0820991253644316,v26_harvest_op,44.0,wheat_winter,wheat_winter->wheat_winter,,1.0,07_01,1,239.0,308.0,46,0.2974782608695652,0.428,0.166,0.0853144411880913,0.193,0.37,0.423,180.0,169.0,0.262,0.0042693180573942,19.4765,0.3698260869565217,0,103,13.70776699029126,48.7,-31.9,23.550184751075395,-7.425000000000001,37.575,36.3,181.0,157.0,80.6,0.4641507209817322,1625.925,40.95869565217391,182,0.4375054945054945,0.8574999999999999,0.038,0.2335966514618863,0.198625,0.61825,0.6835,182.0,115.0,0.8194999999999999,0.003231278819903,79.22825,0.5765483870967741,1860.7999999999995,42,36,6.515,5.715,4.765,29.477,382.154,387.0,7.899,0.539,0.2258544117212295,0.1696220189332962,0.2293444722890854,0.6781325340270996,0.034939,34332.0,8594.0,-0.0562323927879332,0.0034900605678558,11,5,4,2,9.0,9.0,4,318.661263128315,82.52179739365626,48.52128279883382,0.0,5.634036144578313,7,1.9252915451895043,1.025,0.5,0.3,482.9154518950437
197,2024,3.2877551020408164,1127.7,343.0,2024-10-02,0.0,0.0,0.0,31066,40.0,KAPPEPA CLP,,2024-05-13,2024-10-02,sunflower,Казачий увал,343.0,343.71311,50.43149523573457,82.4485335081973,3.2481,3.2877551020408164,v26_harvest_op,44.0,wheat_winter,wheat_winter->sunflower,,1.0,07_01,1,134.0,49.0,41,0.3278292682926829,0.715,0.144,0.1649712321468502,0.211,0.396,0.715,181.0,181.0,0.571,0.0061660049771758,22.7395,0.4755555555555555,8,97,8.097422680412372,44.8,-27.85,22.08582529416626,-12.6,30.5,30.75,181.0,139.0,72.65,0.3711648651548105,1156.125,29.730952380952377,183,0.5086994535519126,0.973,0.0415,0.2917155912435343,0.2025,0.78025,0.6495,183.0,101.0,0.9315,0.0044311365754701,92.5315,0.7758387096774194,1087.3,25,42,6.515,5.715,4.765,29.477,382.154,387.0,7.899,0.539,0.5567231178283691,0.413920521736145,0.7220560312271118,1.9473289251327517,5.2e-05,34332.0,8594.0,-0.1428025960922241,0.1653329133987426,12,4,7,1,4.0,4.0,1,104.0,10.4,47.84,0.0,0.0,7,2.675,0.625,0.5,0.15,0.5745627504880175
197,2025,3.779416909620991,1296.34,343.0,2025-08-17,0.0,0.0,0.0,35708,43.0,Дарья,,2025-05-16,2025-08-17,wheat_spring,Казачий увал,343.0,343.71311,50.43149523573457,82.4485335081973,3.1238,3.779416909620991,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,2.0,07_01,1,136.0,46.0,53,0.3960377358490565,0.75,0.167,0.2169671710028658,0.206,0.665,0.72,181.0,174.0,0.583,0.0090785562868336,30.6265,0.6438571428571429,17,108,8.800462962962962,40.65,-25.2,20.730973534172342,-11.4625,29.15,25.2,177.0,142.0,65.85,0.3819252692179331,1042.75,29.4475,180,0.4761916666666665,0.96,0.0025,0.2962965447496065,0.164375,0.7482500000000001,0.8725,182.0,99.0,0.9575,0.004505816755781,86.25975,0.7026129032258064,1534.7,21,44,6.976923076923077,3.579230769230769,,216.96,502.5284007692307,454.61538461538464,15.039230769230768,1.8138461538461537,0.5474408864974976,0.4247088730335235,0.6507882475852966,1.9168974161148071,4.6e-05,34332.0,8594.0,-0.122732013463974,0.103347361087799,11,4,6,1,12.0,12.0,1,70.0,23.8,0.0,0.0,2.1,4,2.4,1.4,1.0,0.0,200.0
